HNodes, LRate, Epochs, Error, Diff, STime, ETime
5 , 0.001 , 8 , 0.4796 , 0:16:03.390505 , 2018-03-21 06:35:13.757374 , 2018-03-21 06:51:17.147879
5 , 0.001 , 13 , 0.4549 , 0:26:16.187310 , 2018-03-21 06:51:19.435300 , 2018-03-21 07:17:35.622610
5 , 0.01 , 3 , 0.582 , 0:06:18.100828 , 2018-03-21 07:17:37.999083 , 2018-03-21 07:23:56.099911
5 , 0.01 , 5 , 0.696 , 0:10:21.267258 , 2018-03-21 07:23:58.351322 , 2018-03-21 07:34:19.618580
5 , 0.01 , 8 , 0.5844 , 0:15:57.279880 , 2018-03-21 07:34:21.946074 , 2018-03-21 07:50:19.225954
5 , 0.01 , 13 , 0.7826 , 0:25:41.762046 , 2018-03-21 07:50:21.437105 , 2018-03-21 08:16:03.199151
5 , 0.1 , 3 , 0.8065 , 0:06:24.143744 , 2018-03-21 08:16:05.535179 , 2018-03-21 08:22:29.678923
5 , 0.1 , 5 , 0.6223 , 0:10:09.599430 , 2018-03-21 08:22:32.133032 , 2018-03-21 08:32:41.732462
5 , 0.1 , 8 , 0.6307 , 0:16:14.199381 , 2018-03-21 08:32:44.145481 , 2018-03-21 08:48:58.344862
5 , 0.1 , 13 , 0.7054 , 0:24:43.327245 , 2018-03-21 08:49:00.635457 , 2018-03-21 09:13:43.962702
10 , 0.001 , 3 , 0.6175 , 0:07:00.209017 , 2018-03-21 09:13:46.331165 , 2018-03-21 09:20:46.540182
10 , 0.001 , 5 , 0.6998 , 0:10:42.221601 , 2018-03-21 09:20:48.829386 , 2018-03-21 09:31:31.050987
10 , 0.001 , 8 , 0.7443 , 0:16:56.040259 , 2018-03-21 09:31:33.341421 , 2018-03-21 09:48:29.381680
10 , 0.001 , 13 , 0.8638 , 0:27:09.425046 , 2018-03-21 09:48:31.632203 , 2018-03-21 10:15:41.057249
10 , 0.01 , 3 , 0.8761 , 0:06:40.398178 , 2018-03-21 10:15:43.385326 , 2018-03-21 10:22:23.783504
10 , 0.01 , 5 , 0.8573 , 0:10:46.583962 , 2018-03-21 10:22:26.031251 , 2018-03-21 10:33:12.615213
10 , 0.01 , 8 , 0.8888 , 0:17:13.088230 , 2018-03-21 10:33:14.949722 , 2018-03-21 10:50:28.037952
10 , 0.01 , 13 , 0.892 , 0:26:03.677954 , 2018-03-21 10:50:30.287980 , 2018-03-21 11:16:33.965934
10 , 0.1 , 3 , 0.8881 , 0:06:32.262335 , 2018-03-21 11:16:36.293802 , 2018-03-21 11:23:08.556137
10 , 0.1 , 5 , 0.8895 , 0:11:12.922309 , 2018-03-21 11:23:11.009300 , 2018-03-21 11:34:23.931609
10 , 0.1 , 8 , 0.896 , 0:16:57.823193 , 2018-03-21 11:34:26.189119 , 2018-03-21 11:51:24.012312
10 , 0.1 , 13 , 0.9034 , 0:27:22.190862 , 2018-03-21 11:51:26.381457 , 2018-03-21 12:18:48.572319
20 , 0.001 , 3 , 0.8438 , 0:07:25.930106 , 2018-03-21 12:18:50.907993 , 2018-03-21 12:26:16.838099
20 , 0.001 , 5 , 0.8739 , 0:12:21.385113 , 2018-03-21 12:26:19.167222 , 2018-03-21 12:38:40.552335
20 , 0.001 , 8 , 0.8967 , 0:18:27.776230 , 2018-03-21 12:38:42.846366 , 2018-03-21 12:57:10.622596
20 , 0.001 , 13 , 0.9041 , 0:31:08.015948 , 2018-03-21 12:57:12.995547 , 2018-03-21 13:28:21.011495
20 , 0.01 , 3 , 0.9207 , 0:07:29.555684 , 2018-03-21 13:28:23.299311 , 2018-03-21 13:35:52.854995
20 , 0.01 , 5 , 0.9223 , 0:12:05.547042 , 2018-03-21 13:35:55.104490 , 2018-03-21 13:48:00.651532
20 , 0.01 , 8 , 0.9295 , 0:19:10.623323 , 2018-03-21 13:48:03.106464 , 2018-03-21 14:07:13.729787
20 , 0.01 , 13 , 0.9302 , 0:31:05.373368 , 2018-03-21 14:07:16.061096 , 2018-03-21 14:38:21.434464
20 , 0.1 , 3 , 0.9239 , 0:07:27.660406 , 2018-03-21 14:38:23.766973 , 2018-03-21 14:45:51.427379
20 , 0.1 , 5 , 0.9279 , 0:10:46.143838 , 2018-03-21 14:45:53.801226 , 2018-03-21 14:56:39.945064
20 , 0.1 , 8 , 0.9286 , 0:19:54.021559 , 2018-03-21 14:56:42.277819 , 2018-03-21 15:16:36.299378
20 , 0.1 , 13 , 0.9411 , 0:31:05.019815 , 2018-03-21 15:16:38.635467 , 2018-03-21 15:47:43.655282
50 , 0.001 , 3 , 0.8799 , 0:10:04.148325 , 2018-03-21 15:47:45.986984 , 2018-03-21 15:57:50.135309
50 , 0.001 , 5 , 0.8991 , 0:16:13.479215 , 2018-03-21 15:57:52.504595 , 2018-03-21 16:14:05.983810
50 , 0.001 , 8 , 0.9101 , 0:26:00.643697 , 2018-03-21 16:14:08.350435 , 2018-03-21 16:40:08.994132
50 , 0.001 , 13 , 0.9228 , 0:40:49.137819 , 2018-03-21 16:40:09.199491 , 2018-03-21 17:20:58.337310
50 , 0.01 , 3 , 0.9317 , 0:09:54.286252 , 2018-03-21 17:21:00.627722 , 2018-03-21 17:30:54.913974
50 , 0.01 , 5 , 0.9436 , 0:16:21.757375 , 2018-03-21 17:30:57.207399 , 2018-03-21 17:47:18.964774
50 , 0.01 , 8 , 0.9526 , 0:26:09.352368 , 2018-03-21 17:47:21.339480 , 2018-03-21 18:13:30.691848
50 , 0.01 , 13 , 0.9558 , 0:40:51.855812 , 2018-03-21 18:13:32.984483 , 2018-03-21 18:54:24.840295
50 , 0.1 , 3 , 0.9491 , 0:10:10.146748 , 2018-03-21 18:54:27.172229 , 2018-03-21 19:04:37.318977
50 , 0.1 , 5 , 0.9573 , 0:16:16.082869 , 2018-03-21 19:04:39.606534 , 2018-03-21 19:20:55.689403
50 , 0.1 , 8 , 0.9523 , 0:26:00.482214 , 2018-03-21 19:20:57.936327 , 2018-03-21 19:46:58.418541
50 , 0.1 , 13 , 0.9533 , 0:42:06.637705 , 2018-03-21 19:47:00.793248 , 2018-03-21 20:29:07.430953
100 , 0.001 , 3 , 0.8829 , 0:13:52.050814 , 2018-03-21 20:29:09.718925 , 2018-03-21 20:43:01.769739
100 , 0.001 , 5 , 0.9019 , 0:21:15.517735 , 2018-03-21 20:43:04.142424 , 2018-03-21 21:04:19.660159
100 , 0.001 , 8 , 0.9125 , 0:36:34.084482 , 2018-03-21 21:04:21.991942 , 2018-03-21 21:40:56.076424
100 , 0.001 , 13 , 0.9248 , 0:57:18.781749 , 2018-03-21 21:40:58.365939 , 2018-03-21 22:38:17.147688
100 , 0.01 , 3 , 0.9388 , 0:13:50.033438 , 2018-03-21 22:38:19.478717 , 2018-03-21 22:52:09.512155
100 , 0.01 , 5 , 0.9496 , 0:22:55.171679 , 2018-03-21 22:52:11.922662 , 2018-03-21 23:15:07.094341
100 , 0.01 , 8 , 0.9607 , 0:36:46.429238 , 2018-03-21 23:15:09.426586 , 2018-03-21 23:51:55.855824
100 , 0.01 , 13 , 0.9684 , 0:56:58.715420 , 2018-03-21 23:51:58.228444 , 2018-03-22 00:48:56.943864
100 , 0.1 , 3 , 0.9637 , 0:13:48.149395 , 2018-03-22 00:48:59.192602 , 2018-03-22 01:02:47.341997
100 , 0.1 , 5 , 0.9643 , 0:22:52.806784 , 2018-03-22 01:02:49.668897 , 2018-03-22 01:25:42.475681
100 , 0.1 , 8 , 0.9698 , 0:34:27.721855 , 2018-03-22 01:25:44.767503 , 2018-03-22 02:00:12.489358
100 , 0.1 , 13 , 0.9651 , 0:58:22.709396 , 2018-03-22 02:00:14.860230 , 2018-03-22 02:58:37.569626
5 , 0.001 , 3 , 0.4376 , 0:06:08.554648 , 2018-03-22 02:58:39.897291 , 2018-03-22 03:04:48.451939
5 , 0.001 , 5 , 0.5817 , 0:10:36.971541 , 2018-03-22 03:04:50.701916 , 2018-03-22 03:15:27.673457
5 , 0.001 , 8 , 0.4985 , 0:16:01.500479 , 2018-03-22 03:15:30.009428 , 2018-03-22 03:31:31.509907
5 , 0.001 , 13 , 0.6077 , 0:26:08.183424 , 2018-03-22 03:31:33.836221 , 2018-03-22 03:57:42.019645
5 , 0.01 , 3 , 0.6532 , 0:06:08.155509 , 2018-03-22 03:57:44.228237 , 2018-03-22 04:03:52.383746
5 , 0.01 , 5 , 0.7274 , 0:10:13.431716 , 2018-03-22 04:03:54.633385 , 2018-03-22 04:14:08.065101
5 , 0.01 , 8 , 0.6839 , 0:15:55.904379 , 2018-03-22 04:14:10.355145 , 2018-03-22 04:30:06.259524
5 , 0.01 , 13 , 0.6322 , 0:24:49.455387 , 2018-03-22 04:30:06.461121 , 2018-03-22 04:54:55.916508
5 , 0.1 , 3 , 0.5587 , 0:06:21.304482 , 2018-03-22 04:54:58.205399 , 2018-03-22 05:01:19.509881
5 , 0.1 , 5 , 0.5416 , 0:10:17.089055 , 2018-03-22 05:01:21.801852 , 2018-03-22 05:11:38.890907
5 , 0.1 , 8 , 0.8285 , 0:16:01.208074 , 2018-03-22 05:11:41.220093 , 2018-03-22 05:27:42.428167
5 , 0.1 , 13 , 0.7685 , 0:25:52.491169 , 2018-03-22 05:27:44.677279 , 2018-03-22 05:53:37.168448
10 , 0.001 , 3 , 0.5653 , 0:06:34.580584 , 2018-03-22 05:53:39.501617 , 2018-03-22 06:00:14.082201
10 , 0.001 , 5 , 0.6618 , 0:10:59.623756 , 2018-03-22 06:00:16.456530 , 2018-03-22 06:11:16.080286
10 , 0.001 , 8 , 0.7047 , 0:17:11.493515 , 2018-03-22 06:11:18.495362 , 2018-03-22 06:28:29.988877
10 , 0.001 , 13 , 0.8974 , 0:26:22.594168 , 2018-03-22 06:28:32.397296 , 2018-03-22 06:54:54.991464
10 , 0.01 , 3 , 0.8745 , 0:06:33.577009 , 2018-03-22 06:54:57.240492 , 2018-03-22 07:01:30.817501
10 , 0.01 , 5 , 0.8963 , 0:10:42.850287 , 2018-03-22 07:01:33.187783 , 2018-03-22 07:12:16.038070
10 , 0.01 , 8 , 0.8911 , 0:17:01.417084 , 2018-03-22 07:12:18.454209 , 2018-03-22 07:29:19.871293
10 , 0.01 , 13 , 0.9037 , 0:27:51.716672 , 2018-03-22 07:29:22.162297 , 2018-03-22 07:57:13.878969
10 , 0.1 , 3 , 0.8884 , 0:06:37.615325 , 2018-03-22 07:57:16.124063 , 2018-03-22 08:03:53.739388
10 , 0.1 , 5 , 0.8943 , 0:10:33.930891 , 2018-03-22 08:03:56.068603 , 2018-03-22 08:14:29.999494
10 , 0.1 , 8 , 0.9052 , 0:16:10.207192 , 2018-03-22 08:14:32.332447 , 2018-03-22 08:30:42.539639
10 , 0.1 , 13 , 0.9018 , 0:27:46.132199 , 2018-03-22 08:30:44.828995 , 2018-03-22 08:58:30.961194
20 , 0.001 , 3 , 0.8553 , 0:07:27.929051 , 2018-03-22 08:58:33.252089 , 2018-03-22 09:06:01.181140
20 , 0.001 , 5 , 0.878 , 0:12:02.207645 , 2018-03-22 09:06:03.655571 , 2018-03-22 09:18:05.863216
20 , 0.001 , 8 , 0.8897 , 0:19:09.890637 , 2018-03-22 09:18:08.243519 , 2018-03-22 09:37:18.134156
20 , 0.001 , 13 , 0.9103 , 0:32:15.318325 , 2018-03-22 09:37:20.381827 , 2018-03-22 10:09:35.700152
20 , 0.01 , 3 , 0.9213 , 0:07:17.994898 , 2018-03-22 10:09:37.991236 , 2018-03-22 10:16:55.986134
20 , 0.01 , 5 , 0.9281 , 0:12:01.659440 , 2018-03-22 10:16:58.275146 , 2018-03-22 10:28:59.934586
20 , 0.01 , 8 , 0.9248 , 0:17:32.019634 , 2018-03-22 10:29:02.343703 , 2018-03-22 10:46:34.363337
20 , 0.01 , 13 , 0.9353 , 0:31:55.477441 , 2018-03-22 10:46:36.607348 , 2018-03-22 11:18:32.084789
20 , 0.1 , 3 , 0.9215 , 0:07:23.708775 , 2018-03-22 11:18:34.333261 , 2018-03-22 11:25:58.042036
20 , 0.1 , 5 , 0.9304 , 0:11:57.398829 , 2018-03-22 11:26:00.291281 , 2018-03-22 11:37:57.690110
20 , 0.1 , 8 , 0.9274 , 0:19:12.186111 , 2018-03-22 11:37:59.982354 , 2018-03-22 11:57:12.168465
20 , 0.1 , 13 , 0.9323 , 0:31:41.228575 , 2018-03-22 11:57:14.583248 , 2018-03-22 12:28:55.811823
50 , 0.001 , 3 , 0.8783 , 0:10:00.104486 , 2018-03-22 12:28:58.181637 , 2018-03-22 12:38:58.286123
50 , 0.001 , 5 , 0.8965 , 0:15:12.942362 , 2018-03-22 12:39:00.577985 , 2018-03-22 12:54:13.520347
50 , 0.001 , 8 , 0.9103 , 0:26:13.723975 , 2018-03-22 12:54:15.847434 , 2018-03-22 13:20:29.571409
50 , 0.001 , 13 , 0.9208 , 0:42:18.254089 , 2018-03-22 13:20:31.905808 , 2018-03-22 14:02:50.159897
50 , 0.01 , 3 , 0.9326 , 0:09:49.942633 , 2018-03-22 14:02:52.410411 , 2018-03-22 14:12:42.353044
50 , 0.01 , 5 , 0.9427 , 0:16:27.655539 , 2018-03-22 14:12:44.723114 , 2018-03-22 14:29:12.378653
50 , 0.01 , 8 , 0.952 , 0:24:33.907286 , 2018-03-22 14:29:14.626565 , 2018-03-22 14:53:48.533851
50 , 0.01 , 13 , 0.9591 , 0:42:01.545304 , 2018-03-22 14:53:50.819376 , 2018-03-22 15:35:52.364680
50 , 0.1 , 3 , 0.9531 , 0:09:51.517917 , 2018-03-22 15:35:54.654153 , 2018-03-22 15:45:46.172070
50 , 0.1 , 5 , 0.9548 , 0:16:25.516343 , 2018-03-22 15:45:48.507387 , 2018-03-22 16:02:14.023730
50 , 0.1 , 8 , 0.9561 , 0:25:50.503657 , 2018-03-22 16:02:16.231440 , 2018-03-22 16:28:06.735097
50 , 0.1 , 13 , 0.9533 , 0:40:26.282788 , 2018-03-22 16:28:08.983950 , 2018-03-22 17:08:35.266738
100 , 0.001 , 3 , 0.8857 , 0:13:48.394109 , 2018-03-22 17:08:37.604397 , 2018-03-22 17:22:25.998506
100 , 0.001 , 5 , 0.9 , 0:22:38.269505 , 2018-03-22 17:22:28.408311 , 2018-03-22 17:45:06.677816
100 , 0.001 , 8 , 0.9105 , 0:36:13.813321 , 2018-03-22 17:45:09.090800 , 2018-03-22 18:21:22.904121
100 , 0.001 , 13 , 0.9241 , 0:57:17.470426 , 2018-03-22 18:21:25.234070 , 2018-03-22 19:18:42.704496
100 , 0.01 , 3 , 0.9401 , 0:13:49.427363 , 2018-03-22 19:18:44.991897 , 2018-03-22 19:32:34.419260
100 , 0.01 , 5 , 0.9499 , 0:22:45.055037 , 2018-03-22 19:32:36.751507 , 2018-03-22 19:55:21.806544
100 , 0.01 , 8 , 0.9597 , 0:34:22.542583 , 2018-03-22 19:55:24.098984 , 2018-03-22 20:29:46.641567
100 , 0.01 , 13 , 0.9654 , 0:58:47.449924 , 2018-03-22 20:29:48.888948 , 2018-03-22 21:28:36.338872
100 , 0.1 , 3 , 0.9664 , 0:13:42.190383 , 2018-03-22 21:28:38.666240 , 2018-03-22 21:42:20.856623
100 , 0.1 , 5 , 0.968 , 0:22:38.273942 , 2018-03-22 21:42:23.143957 , 2018-03-22 22:05:01.417899
100 , 0.1 , 8 , 0.966 , 0:34:19.452626 , 2018-03-22 22:05:03.838930 , 2018-03-22 22:39:23.291556
100 , 0.1 , 13 , 0.9637 , 0:58:33.162892 , 2018-03-22 22:39:25.577196 , 2018-03-22 23:37:58.740088
5 , 0.001 , 3 , 0.2991 , 0:06:09.774782 , 2018-03-22 23:38:01.193962 , 2018-03-22 23:44:10.968744
5 , 0.001 , 5 , 0.3668 , 0:10:19.953926 , 2018-03-22 23:44:13.337301 , 2018-03-22 23:54:33.291227
5 , 0.001 , 8 , 0.3823 , 0:16:00.616347 , 2018-03-22 23:54:35.700346 , 2018-03-23 00:10:36.316693
5 , 0.001 , 13 , 0.4264 , 0:26:06.240263 , 2018-03-23 00:10:38.602293 , 2018-03-23 00:36:44.842556
5 , 0.01 , 3 , 0.7366 , 0:06:10.911124 , 2018-03-23 00:36:47.178962 , 2018-03-23 00:42:58.090086
5 , 0.01 , 5 , 0.6523 , 0:08:38.104368 , 2018-03-23 00:43:00.385056 , 2018-03-23 00:51:38.489424
5 , 0.01 , 8 , 0.6256 , 0:16:04.870057 , 2018-03-23 00:51:40.823169 , 2018-03-23 01:07:45.693226
5 , 0.01 , 13 , 0.491 , 0:25:49.773079 , 2018-03-23 01:07:47.937291 , 2018-03-23 01:33:37.710370
5 , 0.1 , 3 , 0.7954 , 0:06:21.052822 , 2018-03-23 01:33:40.001460 , 2018-03-23 01:40:01.054282
5 , 0.1 , 5 , 0.7413 , 0:08:32.416755 , 2018-03-23 01:40:03.543074 , 2018-03-23 01:48:35.959829
5 , 0.1 , 8 , 0.7653 , 0:15:59.238040 , 2018-03-23 01:48:38.411808 , 2018-03-23 02:04:37.649848
5 , 0.1 , 13 , 0.6565 , 0:25:46.292061 , 2018-03-23 02:04:39.979483 , 2018-03-23 02:30:26.271544
10 , 0.001 , 3 , 0.7079 , 0:06:32.604887 , 2018-03-23 02:30:28.519746 , 2018-03-23 02:37:01.124633
10 , 0.001 , 5 , 0.8036 , 0:10:51.062108 , 2018-03-23 02:37:03.580093 , 2018-03-23 02:47:54.642201
10 , 0.001 , 8 , 0.8546 , 0:17:00.385091 , 2018-03-23 02:47:56.933842 , 2018-03-23 03:04:57.318933
10 , 0.001 , 13 , 0.851 , 0:27:34.146057 , 2018-03-23 03:04:59.646120 , 2018-03-23 03:32:33.792177
10 , 0.01 , 3 , 0.8791 , 0:06:37.388368 , 2018-03-23 03:32:36.081836 , 2018-03-23 03:39:13.470204
10 , 0.01 , 5 , 0.8975 , 0:10:40.085836 , 2018-03-23 03:39:15.762654 , 2018-03-23 03:49:55.848490
10 , 0.01 , 8 , 0.8991 , 0:17:00.374774 , 2018-03-23 03:49:58.093164 , 2018-03-23 04:06:58.467938
10 , 0.01 , 13 , 0.8978 , 0:27:41.051939 , 2018-03-23 04:07:00.795653 , 2018-03-23 04:34:41.847592
10 , 0.1 , 3 , 0.8773 , 0:05:32.454269 , 2018-03-23 04:34:44.220062 , 2018-03-23 04:40:16.674331
10 , 0.1 , 5 , 0.888 , 0:10:24.355235 , 2018-03-23 04:40:16.963690 , 2018-03-23 04:50:41.318925
10 , 0.1 , 8 , 0.8997 , 0:18:19.405786 , 2018-03-23 04:50:43.652248 , 2018-03-23 05:09:03.058034
10 , 0.1 , 13 , 0.9009 , 0:27:49.041094 , 2018-03-23 05:09:05.517513 , 2018-03-23 05:36:54.558607
20 , 0.001 , 3 , 0.8302 , 0:07:29.510787 , 2018-03-23 05:36:56.803904 , 2018-03-23 05:44:26.314691
20 , 0.001 , 5 , 0.8799 , 0:11:58.553479 , 2018-03-23 05:44:28.681477 , 2018-03-23 05:56:27.234956
20 , 0.001 , 8 , 0.8951 , 0:19:04 , 2018-03-23 05:56:29.482958 , 2018-03-23 06:15:33.482958
20 , 0.001 , 13 , 0.9116 , 0:29:59.085515 , 2018-03-23 06:15:35.895250 , 2018-03-23 06:45:34.980765
20 , 0.01 , 3 , 0.9202 , 0:08:06.340864 , 2018-03-23 06:45:37.430806 , 2018-03-23 06:53:43.771670
20 , 0.01 , 5 , 0.9246 , 0:12:12.097161 , 2018-03-23 06:53:46.023336 , 2018-03-23 07:05:58.120497
20 , 0.01 , 8 , 0.929 , 0:19:13.740467 , 2018-03-23 07:06:00.416049 , 2018-03-23 07:25:14.156516
20 , 0.01 , 13 , 0.9338 , 0:31:31.935347 , 2018-03-23 07:25:16.450367 , 2018-03-23 07:56:48.385714
20 , 0.1 , 3 , 0.9232 , 0:07:31.056639 , 2018-03-23 07:56:50.676480 , 2018-03-23 08:04:21.733119
20 , 0.1 , 5 , 0.9306 , 0:12:05.339098 , 2018-03-23 08:04:24.060275 , 2018-03-23 08:16:29.399373
20 , 0.1 , 8 , 0.926 , 0:19:01.089238 , 2018-03-23 08:16:31.726527 , 2018-03-23 08:35:32.815765
20 , 0.1 , 13 , 0.9338 , 0:29:10.651628 , 2018-03-23 08:35:35.064033 , 2018-03-23 09:04:45.715661
50 , 0.001 , 3 , 0.8733 , 0:10:03.696341 , 2018-03-23 09:04:47.966579 , 2018-03-23 09:14:51.662920
50 , 0.001 , 5 , 0.8986 , 0:16:27.536575 , 2018-03-23 09:14:53.910457 , 2018-03-23 09:31:21.447032
50 , 0.001 , 8 , 0.9095 , 0:26:06.980723 , 2018-03-23 09:31:23.820909 , 2018-03-23 09:57:30.801632
50 , 0.001 , 13 , 0.9193 , 0:40:11.973876 , 2018-03-23 09:57:33.089236 , 2018-03-23 10:37:45.063112
50 , 0.01 , 3 , 0.9329 , 0:10:04.628639 , 2018-03-23 10:37:47.351770 , 2018-03-23 10:47:51.980409
50 , 0.01 , 5 , 0.9431 , 0:16:36.154555 , 2018-03-23 10:47:54.310008 , 2018-03-23 11:04:30.464563
50 , 0.01 , 8 , 0.9526 , 0:26:09.017965 , 2018-03-23 11:04:32.794816 , 2018-03-23 11:30:41.812781
50 , 0.01 , 13 , 0.9563 , 0:41:53.040862 , 2018-03-23 11:30:44.185722 , 2018-03-23 12:12:37.226584
50 , 0.1 , 3 , 0.9528 , 0:10:01.260002 , 2018-03-23 12:12:39.594889 , 2018-03-23 12:22:40.854891
50 , 0.1 , 5 , 0.957 , 0:14:49.881158 , 2018-03-23 12:22:43.099686 , 2018-03-23 12:37:32.980844
50 , 0.1 , 8 , 0.9545 , 0:26:06.554665 , 2018-03-23 12:37:35.268858 , 2018-03-23 13:03:41.823523
50 , 0.1 , 13 , 0.9484 , 0:42:45.190899 , 2018-03-23 13:03:44.072213 , 2018-03-23 13:46:29.263112
100 , 0.001 , 3 , 0.8808 , 0:14:08.796672 , 2018-03-23 13:46:31.594329 , 2018-03-23 14:00:40.391001
100 , 0.001 , 5 , 0.9003 , 0:21:42.840625 , 2018-03-23 14:00:42.848458 , 2018-03-23 14:22:25.689083
100 , 0.001 , 8 , 0.9117 , 0:36:22.970323 , 2018-03-23 14:22:27.975347 , 2018-03-23 14:58:50.945670
100 , 0.001 , 13 , 0.9232 , 0:59:02.500264 , 2018-03-23 14:58:53.155997 , 2018-03-23 15:57:55.656261
100 , 0.01 , 3 , 0.9405 , 0:12:12.868058 , 2018-03-23 15:57:57.904109 , 2018-03-23 16:10:10.772167
100 , 0.01 , 5 , 0.9518 , 0:22:52.065516 , 2018-03-23 16:10:13.187234 , 2018-03-23 16:33:05.252750
100 , 0.01 , 8 , 0.9598 , 0:36:29.863847 , 2018-03-23 16:33:07.703895 , 2018-03-23 17:09:37.567742
100 , 0.01 , 13 , 0.9675 , 0:59:09.459659 , 2018-03-23 17:09:39.982291 , 2018-03-23 18:08:49.441950
100 , 0.1 , 3 , 0.9623 , 0:13:48.423025 , 2018-03-23 18:08:51.890281 , 2018-03-23 18:22:40.313306
100 , 0.1 , 5 , 0.9645 , 0:21:11.734915 , 2018-03-23 18:22:42.645449 , 2018-03-23 18:43:54.380364
100 , 0.1 , 8 , 0.9686 , 0:36:35.140823 , 2018-03-23 18:43:56.674620 , 2018-03-23 19:20:31.815443
100 , 0.1 , 13 , 0.9687 , 0:58:55.838266 , 2018-03-23 19:20:34.180344 , 2018-03-23 20:19:30.018610
5 , 0.001 , 3 , 0.361 , 0:05:37.277907 , 2018-03-23 20:19:32.348593 , 2018-03-23 20:25:09.626500
5 , 0.001 , 5 , 0.5061 , 0:09:07.286924 , 2018-03-23 20:25:09.825980 , 2018-03-23 20:34:17.112904
5 , 0.001 , 8 , 0.4758 , 0:16:03.349751 , 2018-03-23 20:34:19.441117 , 2018-03-23 20:50:22.790868
5 , 0.001 , 13 , 0.5456 , 0:25:42.916345 , 2018-03-23 20:50:25.203004 , 2018-03-23 21:16:08.119349
5 , 0.01 , 3 , 0.5297 , 0:06:15.451283 , 2018-03-23 21:16:10.451540 , 2018-03-23 21:22:25.902823
5 , 0.01 , 5 , 0.5974 , 0:10:14.021543 , 2018-03-23 21:22:28.148119 , 2018-03-23 21:32:42.169662
5 , 0.01 , 8 , 0.7668 , 0:16:03.171140 , 2018-03-23 21:32:44.455939 , 2018-03-23 21:48:47.627079
5 , 0.01 , 13 , 0.8008 , 0:26:16.346063 , 2018-03-23 21:48:50.001162 , 2018-03-23 22:15:06.347225
5 , 0.1 , 3 , 0.6883 , 0:06:21.020560 , 2018-03-23 22:15:08.799210 , 2018-03-23 22:21:29.819770
5 , 0.1 , 5 , 0.6472 , 0:08:32.813187 , 2018-03-23 22:21:32.106866 , 2018-03-23 22:30:04.920053
5 , 0.1 , 8 , 0.7967 , 0:16:04.797332 , 2018-03-23 22:30:07.250351 , 2018-03-23 22:46:12.047683
5 , 0.1 , 13 , 0.5702 , 0:26:16.667934 , 2018-03-23 22:46:14.460276 , 2018-03-23 23:12:31.128210
10 , 0.001 , 3 , 0.5289 , 0:06:33.302144 , 2018-03-23 23:12:33.373406 , 2018-03-23 23:19:06.675550
10 , 0.001 , 5 , 0.7581 , 0:10:45.845706 , 2018-03-23 23:19:09.048287 , 2018-03-23 23:29:54.893993
10 , 0.001 , 8 , 0.8221 , 0:17:21.697695 , 2018-03-23 23:29:57.102815 , 2018-03-23 23:47:18.800510
10 , 0.001 , 13 , 0.7878 , 0:25:33.590507 , 2018-03-23 23:47:21.135959 , 2018-03-24 00:12:54.726466
10 , 0.01 , 3 , 0.8859 , 0:06:36.462349 , 2018-03-24 00:12:56.977618 , 2018-03-24 00:19:33.439967
10 , 0.01 , 5 , 0.8566 , 0:10:41.555903 , 2018-03-24 00:19:35.726230 , 2018-03-24 00:30:17.282133
10 , 0.01 , 8 , 0.9028 , 0:17:07.693061 , 2018-03-24 00:30:19.569999 , 2018-03-24 00:47:27.263060
10 , 0.01 , 13 , 0.9043 , 0:28:12.384212 , 2018-03-24 00:47:29.598223 , 2018-03-24 01:15:41.982435
10 , 0.1 , 3 , 0.8774 , 0:06:35.832858 , 2018-03-24 01:15:44.189195 , 2018-03-24 01:22:20.022053
10 , 0.1 , 5 , 0.8899 , 0:09:25.830097 , 2018-03-24 01:22:22.350740 , 2018-03-24 01:31:48.180837
10 , 0.1 , 8 , 0.9016 , 0:17:05.526838 , 2018-03-24 01:31:50.594385 , 2018-03-24 01:48:56.121223
10 , 0.1 , 13 , 0.8864 , 0:28:07.120534 , 2018-03-24 01:48:58.534355 , 2018-03-24 02:17:05.654889
20 , 0.001 , 3 , 0.8293 , 0:07:38.537771 , 2018-03-24 02:17:08.110047 , 2018-03-24 02:24:46.647818
20 , 0.001 , 5 , 0.8845 , 0:12:16.650051 , 2018-03-24 02:24:49.061098 , 2018-03-24 02:37:05.711149
20 , 0.001 , 8 , 0.8902 , 0:19:26.140284 , 2018-03-24 02:37:08.079411 , 2018-03-24 02:56:34.219695
20 , 0.001 , 13 , 0.9095 , 0:30:57.126388 , 2018-03-24 02:56:36.557004 , 2018-03-24 03:27:33.683392
20 , 0.01 , 3 , 0.9163 , 0:07:24.910567 , 2018-03-24 03:27:35.932243 , 2018-03-24 03:35:00.842810
20 , 0.01 , 5 , 0.9202 , 0:13:07.090226 , 2018-03-24 03:35:03.286089 , 2018-03-24 03:48:10.376315
20 , 0.01 , 8 , 0.9318 , 0:17:32.426584 , 2018-03-24 03:48:12.756346 , 2018-03-24 04:05:45.182930
20 , 0.01 , 13 , 0.9371 , 0:30:47.738847 , 2018-03-24 04:05:47.516633 , 2018-03-24 04:36:35.255480
20 , 0.1 , 3 , 0.9245 , 0:07:19.920535 , 2018-03-24 04:36:37.670469 , 2018-03-24 04:43:57.591004
